Nome,Classe,Tipo de Ativo,Bolsa Fonte,Ativo Cancelado,CNPJ,Número de emissão,Serie,Codigo,Setor NAICS ult disponiv,Agente Fiduciário,Líder,Banco Mandatário,Incentivada Lei 12.431,Volume,Data de emissão,Vencimento/Repactuação,Referência NTN-B,Remuneração,Amortização,Espécie,Tipo de Debênture,Índice de correção,Data da Últ Cotação,Taxa (YTM) [%],Máximo da Taxa (YTM) 12 meses [%],Data do Máximo Taxa (YTM) 12 meses,Taxa Atual vs Máx 12m [%],PU [R$],Máximo do PU 12 meses [R$],Data do Máximo PU 12 meses,PU Atual vs Máx 12m [%],Duration [dias úteis],Taxa de Compra [%],Taxa de Venda [%],Retorno 1 dia [%],Prêmio vs CDI 1 dia [% do CDI],Retorno 6 meses [%],Prêmio vs CDI 6 meses [% do CDI],Retorno 12 meses [%],Prêmio vs CDI 12 meses [% do CDI],Retorno no Ano [%],Prêmio vs CDI no Ano [% do CDI],Retorno do Início [%],Prêmio vs CDI do Início [% do CDI],Volatilidade 12 meses [%],Sharpe 12 meses,Máx Retorno Mensal (últ. 12 meses) [%],Máx Prêmio Mensal (últ. 12 meses) [% do CDI],Mín Retorno Mensal (últ. 12 meses) [%],Mín Prêmio Mensal (últ. 12 meses) [% do CDI],Meses Positivos (últ. 12 meses) [unidades],Meses acima do CDI (últ. 12 meses) [unidades],Dias Positivos (últ. 12 meses) [%],Dias acima do CDI (últ. 12 meses) [%],Perda Máxima (últ. 12 meses) [%],Data do Pico Perda Máxima,Data do Fundo Perda Máxima,Tempo de Recuperação Perda Máxima em dias úteis,Data Recuperação Perda Máxima
Edte - Emp Diamantina de Trans de Energia S/A,Emis 02/Ser uni,Título privado de renda fixa,Anbima,ativo,24870962000160,2,uni,EDTE12,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Santander Brasil SA,Itau Unibanco SA,Sim,315000000.00,15/12/2018,15/12/2028,15/08/2026,Pagamento semestral. nos dias 15-jun e 15 Dez. Primeiro em 15-jun-2019 e última no vencimento,Pagamento semestral. nos dias 15-jun e 15 Dez. Primeiro em 15-jun-2023 e última no vencimento,Quirografária,IPCA Spread,"IPCA + 5,2939%",21/12/2020,,6.1506,23/03/2020,,,1182.109285,18/12/2020,,,,,,,8.34,847.53,11.98,426.35,9.81,362.88,,,12.67,0.78,3.76,3353.16,-7.32,-2162.24,9,9,,,-13.19,04/03/2020,23/03/2020,83,03/07/2020
Elektro,Emis 07/Ser 01,Título privado de renda fixa,Anbima,ativo,02328280000197,7,01,ELEK17,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,BB Banco de Investimento SA,Banco Bradesco SA,Não,661275000.00,15/05/2018,15/05/2021,,"Pagamento semestral, nos dias 15-Nov e 15-Mai. Primeiro em 15-Nov-2018 e última no vencimento",Integral na data do vencimento,Quirografária,DI Percentual,109% do DI,21/12/2020,,152.8617,01/07/2020,,,998.57402,21/12/2020,,,,,,,1.61,163.56,3.58,127.58,3.42,126.55,,,0.59,1.28,0.56,232.27,-0.34,-101.55,11,11,,,-0.80,17/03/2020,06/04/2020,42,19/05/2020
Elektro,Emis 07/Ser 02,Título privado de renda fixa,Anbima,ativo,02328280000197,7,02,ELEK27,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,BB Banco de Investimento SA,Banco Bradesco SA,Não,338725000.00,15/05/2018,15/05/2023,,Pagamento Semestral. nos dias 15-mai e 15-nov. Primeiro em 15-nov-2018,Integral na data do vencimento,Quirografária,DI Percentual,112% do DI,21/12/2020,,146.0775,25/05/2020,,,984.1521832,14/04/2020,,,,,,,2.61,264.69,0.57,20.16,0.45,16.80,,,2.60,-0.83,0.97,616.41,-3.75,-1316.87,8,8,,,-4.78,14/04/2020,27/04/2020,,
Elektro,Emis 07/Ser 03,Título privado de renda fixa,Anbima,ativo,02328280000197,7,03,ELEK37,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,BB Banco de Investimento SA,Banco Bradesco SA,Sim,300000000.00,15/05/2018,15/05/2025,15/08/2024,Pagamento Semestral. nos dias 15-mai e 15-nov. Primeiro em 15-nov-2018,2 Parcelas: 50% em 15-mai-2024 e 50% no vencimento,Quirografária,IPCA Spread,"IPCA + 5,9542%",21/12/2020,,5.3344,23/03/2020,,,1209.64761,18/12/2020,,,,,,,5.73,582.17,9.34,332.46,7.81,289.00,,,9.56,0.73,3.91,1660.19,-1.25,-589.83,7,7,,,-8.96,04/03/2020,23/03/2020,55,25/05/2020
Eletrobras,Emis 02/Ser 01,Título privado de renda fixa,Anbima,ativo,00001180000126,2,01,ELET12,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco Santander Brasil SA,Itau Unibanco SA,Não,1100000000.00,25/04/2019,25/04/2022,,Pagamento Semestral. nos dias 15-nov e 15-Mai. Primeiro em 15-Nov-2019,Integral na data do vencimento,Quirografária,DI Spread,"DI + 0,70%",21/12/2020,,,,,,,,,,,,,,3.43,348.31,,,,,,,,,1.71,1069.12,0.23,148.42,,,,,-0.06,03/06/2020,09/06/2020,7,15/06/2020
Eletrobras,Emis 02/Ser 02,Título privado de renda fixa,Anbima,ativo,00001180000126,2,02,ELET22,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco Santander Brasil SA,Itau Unibanco SA,Não,2200000000.00,25/04/2019,25/04/2024,,"Pagamento semestral, nos dias 15-Mai e 15-Nov. Primeiro em 15-Nov-2019 e último no vencimento.",Integral na data do vencimento.,Quirografária,DI Spread,"DI + 1,00%",21/12/2020,,4.3018,09/04/2020,,,980.199191,21/12/2020,,,,,,,4.38,444.66,2.07,73.63,1.90,70.25,,,4.64,-0.13,5.97,2096.73,-9.31,-2750.14,10,9,,,-10.07,09/03/2020,09/04/2020,127,09/09/2020
Eletrobras,Emis 02/Ser 03,Título privado de renda fixa,Anbima,ativo,00001180000126,2,03,ELET32,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco Santander Brasil SA,Itau Unibanco SA,Não,1000000000.00,25/04/2019,25/04/2026,,"Pagamento semestral, nos dias 15-Mai e 15-Nov. Primeiro em 15-Nov-2019 e último no vencimento.",Integral na data do vencimento.,Quirografária,DI Spread,"DI + 1,20%",21/12/2020,,4.4117,14/04/2020,,,968.137497,21/12/2020,,,,,,,5.32,540.59,0.94,33.32,0.91,33.77,,,5.43,-0.31,4.41,1547.71,-9.63,-2846.44,10,8,,,-13.13,09/03/2020,14/04/2020,141,29/09/2020
Eletrobras,Emis 02/Ser 04,Título privado de renda fixa,Anbima,ativo,00001180000126,2,04,ELET42,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco Santander Brasil SA,Itau Unibanco SA,Sim,700000000.00,25/04/2019,15/05/2029,15/08/2028,"Pagamento semestral, nos dias 15-Mai e 15-Nov. Primeiro em 15-Nov-2019 e último no vencimento.","3 parcelas: 33,3333% em 15-Mai-2027, 16,6667% em 15-Mai-2028 e 50% no vencimento.",Quirografária,IPCA Spread,"IPCA + 5,1814%",21/12/2020,,6.5816,24/03/2020,,,1173.944634,21/12/2020,,,,,,,11.30,1147.56,12.77,454.66,10.67,394.77,,,13.78,0.79,7.63,2710.60,-10.43,-3082.11,9,8,,,-16.42,04/03/2020,24/03/2020,88,10/07/2020
Eletropaulo,Emis 23/Ser 01,Título privado de renda fixa,Anbima,ativo,61695227000193,23,01,ELPLA3,"Geração, transmissão e distribuição de energia elétrica",Oliveira Trust Dtvm SA,Banco Santander Brasil SA,Banco Bradesco SA,Não,704052000.00,13/09/2018,13/09/2021,,Pagamento Sementral. nos dias 13-mar e 13-set. primeiro em 13-mar-2019,Integral na data do Vencimento,Quirografária,DI Percentual,"108,25% do DI",21/12/2020,,174.2063,24/04/2020,,,997.548959,21/12/2020,,,,,,,2.23,226.74,3.13,111.27,2.92,108.00,,,1.76,0.19,0.87,369.82,-1.62,-479.43,11,10,,,-2.47,17/03/2020,27/04/2020,87,22/07/2020
Eletropaulo,Emis 23/Ser 02,Título privado de renda fixa,Anbima,ativo,61695227000193,23,02,ELPLB3,"Geração, transmissão e distribuição de energia elétrica",Oliveira Trust Dtvm SA,Banco Santander Brasil SA,Banco Bradesco SA,Não,1395948000.00,13/09/2018,13/09/2023,,Pagamento semestral. nos dias 13-mar e 13-set. Primeiro em 13-mar-2019,2 parcelas: 50% em 13-set-2022 e 50% 13-mar-2023,Quirografária,DI Percentual,"111,0% do DI",21/12/2020,,173.5909,14/04/2020,,,981.808229,11/12/2020,,,,,,,3.79,385.37,2.02,71.99,1.81,66.87,,,3.53,-0.20,2.76,969.60,-6.32,-1866.34,11,11,,,-6.98,02/03/2020,03/04/2020,172,06/11/2020
Eletropaulo,Emis 24/Ser 02,Título privado de renda fixa,Anbima,ativo,61695227000193,24,02,ELPLB4,"Geração, transmissão e distribuição de energia elétrica",Oliveira Trust Dtvm SA,Banco Bradesco Bbi SA,Banco Bradesco SA,Sim,800000000.00,15/05/2019,15/05/2026,15/08/2026,Pagamento Semestral. nos dias 15-nov e 15-mai. Primeiro em 15-nov-2019,Integral na data do vencimento,Quirografária,IPCA Spread,"IPCA + 4,0134%",21/12/2020,,5.5467,06/04/2020,,,1100.930595,18/12/2020,,,,,,,9.72,987.22,11.16,397.06,9.79,361.94,,,10.79,0.82,3.16,2312.77,-6.85,-2022.95,10,10,,,-10.70,04/03/2020,23/03/2020,93,17/07/2020
Empr Concess da Rodov Norte S/A,Emis 03/Ser 01,Título privado de renda fixa,Anbima,ativo,02222736000130,3,1,ECNT13,Atividades auxiliares ao transporte rodoviário,Planner Trustee DTVM Ltda,Banco Santander Brasil SA,Itau Unibanco SA,Não,246000000.00,15/04/2015,15/04/2021,,"Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2015 e último no vencimento.","9 parcelas semestrais, nos dias 15-Abr e 15-Out. Primeira em 15-Abr-2016 e última em 15-Abr-2019.",Quirografária,DI Spread,"DI + 3,2%",11/09/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empresa de Energia São Manoel S/A,Emis 04/Ser uni,Título privado de renda fixa,Anbima,ativo,18494537000110,4,uni,ESAM14,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco Abc Brasil SA,Banco Citibank SA,Sim,340000000.00,15/08/2018,15/06/2033,15/08/2026,"Pagamento semestral, nos dias 15-dez e 15-jun. Primeiro em 15-dez-2018 e última no vencimento",Integral na data do vencimento,Garantia Real,IPCA Spread,"IPCA + 7,3129%",21/12/2020,,6.3421,23/03/2020,,,1099.407726,21/12/2020,,,,,,,10.40,1056.60,9.66,343.66,8.73,322.85,,,11.16,0.67,3.49,2921.69,-4.43,-1310.33,8,8,,,-10.24,04/03/2020,23/03/2020,175,13/11/2020
Enel Green Power Volta Grande SA,Emis 01/Ser 01,Título privado de renda fixa,Anbima,ativo,25176391000120,1,01,EGVG11,"Geração, transmissão e distribuição de energia elétrica",Oliveira Trust Dtvm SA,Banco Itau BBA SA,Oliveira Trust DTVM SA,Sim,519000000.00,15/10/2019,15/10/2029,15/05/2025,Pagamento Semestral. nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2020,Pagamento Anual. no dia 15-Out. Primeiro em 15-out-2020 e última no vencimento,Quirografária,IPCA Spread,"IPCA + 3,70%",21/12/2020,,,,,,,,,,,,,,8.60,873.12,,,,,,,,,2.63,2347.47,-0.34,-216.32,,,,,-1.62,04/09/2020,28/09/2020,30,20/10/2020
Enel Green Power Volta Grande SA,Emis 01/Ser 02,Título privado de renda fixa,Anbima,ativo,25176391000120,1,02,EGVG21,"Geração, transmissão e distribuição de energia elétrica",Oliveira Trust Dtvm SA,Banco Itau BBA SA,Oliveira Trust DTVM SA,Sim,281000000.00,15/10/2019,15/10/2029,15/05/2025,Pagamento anual. nos dias 15-Out. Primeiro em 15-Out-2020,Pagamento anual. nos dias 15-Out. Primeiro em 15-Out-2020,Quirografária,IPCA Spread,"IPCA + 3,70%",21/12/2020,,,,,,,,,,,,,,8.83,897.07,,,,,,,,,4.39,2339.48,-6.36,-1880.76,,,,,-9.54,04/03/2020,23/03/2020,88,10/07/2020
Energias BR,Emis 04/Ser 02,Título privado de renda fixa,Anbima,ativo,03983431000103,4,2,ENBR24,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,HSBC Bank Brasil SA Banco Multiplo,Banco Bradesco SA,Sim,179887000.00,15/09/2015,15/09/2021,15/08/2022,"Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Mar-2016 e último no vencimento.",Pagamento anual. Primeiro em 15-Set-2019.,Quirografária,IPCA Spread,"IPCA + 8,3201%",21/12/2020,,4.4278,30/03/2020,,,457.662519,01/12/2020,,,,,,,5.63,571.72,6.86,244.08,6.48,239.53,,,3.55,1.14,2.02,1350.76,-2.12,-627.96,10,10,,,-2.81,01/12/2020,04/12/2020,,
Energias BR,Emis 04/Ser 03,Título privado de renda fixa,Anbima,ativo,03983431000103,4,3,ENBR34,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,HSBC Bank Brasil SA Banco Multiplo,Banco Bradesco SA,Sim,48066000.00,15/09/2015,15/09/2024,15/05/2023,"Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Mar-2016 e último no vencimento.",Pagamento anual. Primeiro em 15-Set-2022.,Quirografária,IPCA Spread,"IPCA + 8,2608%",21/12/2020,,5.0724,23/03/2020,,,1484.015732,21/12/2020,,,,,,,6.94,705.02,8.47,301.46,7.34,271.36,,,6.44,0.90,2.57,1542.68,-4.54,-1342.74,10,10,,,-8.32,03/03/2020,23/03/2020,97,22/07/2020
Energias BR,Emis 05/Ser 01,Título privado de renda fixa,Anbima,ativo,03983431000103,5,1,ENBR15,"Geração, transmissão e distribuição de energia elétrica",Planner Trustee DTVM Ltda,Banco J Safra SA,Banco Bradesco SA,Sim,250000000.00,22/03/2016,15/04/2022,15/08/2022,Pagamento Semestral. nos dias 15-abr e 15-Out. Primeiro em 15-out-2016,Pagamento anual. 50% em 15-Abr-2021 e 50% em 15-abr-2022,Quirografária,IPCA Spread,"IPCA + 8,3479%",21/12/2020,,4.2195,27/04/2020,,,12977.70027,01/12/2020,,,,,,,6.60,670.44,9.01,320.57,8.55,316.22,,,4.56,1.36,1.76,1177.70,-1.60,-472.58,9,9,,,-3.10,01/12/2020,04/12/2020,,
Energisa,Emis 08/Ser 01,Título privado de renda fixa,Anbima,ativo,00864214000106,8,1,ENGI18,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,197518000.00,15/06/2017,15/06/2022,15/08/2022,Pagamento Anual. Primeiro em 15-Jun-2018,Integral na data do Vencimento,Quirografária,IPCA Spread,"IPCA + 5,6%",21/12/2020,,4.8417,23/03/2020,,,1242.292018,21/12/2020,,,,,,,6.50,660.33,9.74,346.74,9.06,335.19,,,4.48,1.55,1.83,929.30,-2.45,-724.46,11,11,,,-4.71,04/03/2020,23/03/2020,77,25/06/2020
Energisa,Emis 08/Ser 02,Título privado de renda fixa,Anbima,ativo,00864214000106,8,2,ENGI28,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,177348000.00,15/06/2017,15/06/2024,15/08/2024,Pagamento Anual. Primeiro em 15-Jun-2018,Integral na data do Vencimento,Quirografária,IPCA Spread,"IPCA + 5,6601%",21/12/2020,,5.5556,23/03/2020,,,1280.56987,18/12/2020,,,,,,,8.78,892.05,10.98,390.69,10.01,370.25,,,8.06,1.04,2.53,1758.61,-3.85,-1136.78,10,10,,,-8.34,04/03/2020,23/03/2020,82,02/07/2020
Energisa,Emis 09/Ser 01,Título privado de renda fixa,Anbima,ativo,00864214000106,9,01,ENGI19,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,61809000.00,15/10/2017,15/10/2022,15/08/2022,Pagamento anual. primeiro em 15-ago-2018 e última no vencimento,Integral na data do Vencimento,Quirografária,IPCA Spread,"IPCA + 4,4885%",21/12/2020,,4.7792,23/03/2020,,,1198.449691,21/12/2020,,,,,,,6.30,639.80,8.41,299.41,7.87,290.86,,,5.31,1.07,2.07,879.49,-2.98,-879.56,11,10,,,-5.30,03/03/2020,23/03/2020,74,19/06/2020
Energisa,Emis 09/Ser 02,Título privado de renda fixa,Anbima,ativo,00864214000106,9,02,ENGI29,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,11520000.00,15/10/2017,15/10/2024,15/08/2024,Pagamento anual. primeiro em 15-out-2018 e última no vencimento,Integral na data do Vencimento,Quirografária,IPCA Spread,"IPCA + 4,7110",21/12/2020,,5.5395,23/03/2020,,,1207.153899,17/12/2020,,,,,,,7.03,713.80,7.93,282.37,6.75,249.66,,,8.91,0.62,2.71,1903.24,-5.50,-1624.57,9,8,,,-9.58,04/03/2020,23/03/2020,82,02/07/2020
Energisa,Emis 09/Ser 03,Título privado de renda fixa,Anbima,ativo,00864214000106,9,03,ENGI39,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,21439000.00,15/10/2017,15/10/2027,15/08/2028,Pagamento anual. primeiro em 15-out-2018 e última no vencimento,Integral na data do Vencimento,Quirografária,IPCA Spread,"IPCA + 5,1074%",21/12/2020,,5.9583,24/04/2020,,,1206.612673,21/12/2020,,,,,,,9.64,978.82,7.01,249.60,5.22,193.04,,,11.87,0.41,4.84,3045.28,-11.03,-3259.88,9,9,,,-13.03,14/02/2020,27/03/2020,198,01/12/2020
Energisa,Emis 09/Ser 04,Título privado de renda fixa,Anbima,ativo,00864214000106,9,04,ENGI49,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Não,755232000.00,15/10/2017,15/10/2022,,Pagamento anual. primeiro em 15-out-2018 e última no vencimento,"3 parcelas: 33,3333% em 15-Out-2020, 33,3333% em 15-Out-2021 e 33,334% em 15-Out-2022",Quirografária,DI Percentual,"107,75% do DI",21/12/2020,,198.6394,14/04/2020,,,654.695812,17/12/2020,,,,,,,3.46,351.90,2.98,105.96,2.87,106.14,,,2.03,0.09,1.14,640.53,-2.08,-613.53,9,9,,,-4.09,17/03/2020,09/04/2020,107,19/08/2020
Energisa,Emis 10/Ser uni,Título privado de renda fixa,Anbima,ativo,00864214000106,10,10,ENGI10,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Não,700000000.00,20/06/2018,20/06/2021,,"Pagamento semestral, nos dias 20-Dez e 20-Jun. Primeiro em 20-dez-2018 e ultima no vencimento","3 Parcelas iguais, 33,33% em 20-Jun-2019, 33,33% em 20-jun-2020 e 33,335 no vencimento",Quirografária,DI Spread,"DI + 1,1%",21/12/2020,,3.2372,13/04/2020,,,3327.947736,21/12/2020,,,,,,,3.23,327.59,4.58,163.20,4.45,164.70,,,1.16,1.50,1.02,525.49,-0.88,-260.60,11,11,,,-1.20,18/03/2020,01/04/2020,60,16/06/2020
Energisa,Emis 11/Ser uni,Título privado de renda fixa,Anbima,ativo,00864214000106,11,uni,ENGIA1,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,500000000.00,15/04/2019,15/04/2026,15/08/2026,"Pagamento anual, no dia 15-Abr. Primeiro em 15-Abr-2020 e último no vencimento.",Integral na data do vencimento.,Quirografária,IPCA Spread,"IPCA + 4,6249%",21/12/2020,,5.9535,23/03/2020,,,1157.986323,21/12/2020,,,,,,,10.67,1083.50,11.95,425.39,10.73,396.77,,,10.70,0.90,3.72,2742.36,-7.42,-2192.38,9,9,,,-11.32,04/03/2020,23/03/2020,88,10/07/2020
Energisa Mt,Emis 08/Ser uni,Título privado de renda fixa,Anbima,ativo,03467321000199,8,uni,CEMT18,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Itau Unibanco SA,Não,470000000.00,15/02/2018,15/02/2021,,Pagamento semestral. nos dias 15-ago e 15-fev. Primeiro em 15-ago-2018 e última no vencimento,Integral na data do vencimento,Quirografária,DI Spread,"DI + 1,1%",21/12/2020,,3.4578,13/04/2020,,,10099.17028,21/12/2020,,,,,,,2.64,267.86,3.67,130.76,3.55,131.20,,,1.51,0.57,0.74,349.62,-1.12,-331.41,11,10,,,-1.77,19/03/2020,06/04/2020,65,24/06/2020
Energisa Mt,Emis 09/Ser uni,Título privado de renda fixa,Anbima,ativo,03467321000199,9,uni,CEMT19,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,385000000.00,15/09/2018,15/09/2025,15/08/2024,"Pagamento Semestral, nos dias 15-set e 15-mar. Primeiro em 15-jmar-2019",Pagamento anual. Primeiro em 15-set-2023 e última no vencimento,Quirografária,IPCA Spread,"IPCA + 5,0797%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,2.68,1830.88,-0.52,-330.05,,,,,-1.68,14/09/2020,02/10/2020,43,16/11/2020
Energisa Mt,Emis 10/Ser 01,Título privado de renda fixa,Anbima,ativo,03467321000199,10,01,CEMTA1,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Bradesco Bbi SA,Itau Unibanco SA,Não,117500000.00,10/06/2019,10/06/2024,,Pagamento Semestral. nos dias 10-jun e 10-dez. Primeiro em 10-dez-2019,Integral na data do vencimento,Quirografária,DI Spread,"DI + 0,73%",21/12/2020,,3.8066,14/04/2020,,,972.9816889,10/03/2020,,,,,,,4.64,471.15,-0.44,-15.61,-0.61,-22.60,,,3.59,-0.87,2.30,1082.15,-4.95,-1462.47,10,9,,,-10.03,10/03/2020,14/04/2020,,
Energisa Mt,Emis 10/Ser 02,Título privado de renda fixa,Anbima,ativo,03467321000199,10,02,CEMTE2,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Bradesco Bbi SA,Itau Unibanco SA,Não,32500000.00,10/06/2019,10/06/2029,,Pagamento Semestral. nos dias 10-jun e 10-dez. Primeiro em 10-dez-2019,"Pagamento anual, nos dias 10-Jun. Primeiro em 10-jun-2027 e última no vencimento",Quirografária,DI Spread,"DI + 1,05%",21/12/2020,,4.8857,13/04/2020,,,958.9629353,12/03/2020,,,,,,,4.61,468.04,-1.51,-53.59,-1.63,-60.30,,,7.70,-0.51,4.82,1812.84,-15.78,-4664.06,10,10,,,-19.41,12/03/2020,13/04/2020,,
Energisa Paraiba Dist e Energia S/A,Emis 04/Ser uni,Título privado de renda fixa,Anbima,ativo,09095183000140,4,uni,SAEL14,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Itau Unibanco SA,Não,180000000.00,15/02/2018,15/02/2021,,Pagamento semestral. nos dias 15-ago e 15-fev. Primeiro em 15-ago-2018 e última no vencimento,Integral na data do vencimento,Quirografária,DI Spread,DI + 1%,21/12/2020,,3.2551,15/04/2020,,,10092.02213,21/12/2020,,,,,,,2.67,271.06,3.61,128.61,3.48,128.79,,,1.42,0.56,0.71,420.02,-1.17,-346.75,11,10,,,-1.58,18/03/2020,26/03/2020,69,29/06/2020
Energisa Paraiba Dist e Energia S/A,Emis 06/Ser 01,Título privado de renda fixa,Anbima,ativo,09095183000140,6,01,SAEL16,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Bradesco Bbi SA,Itau Unibanco SA,Não,72000000.00,10/06/2019,10/06/2024,,Pagamento Semestral. nos dias 10-jun e 10-dez. Primeiro em 10-dez-2019,Integral na data do vencimento,Quirografária,DI Spread,"DI + 0,73%",21/12/2020,,3.5705,09/06/2020,,,972.0661883,17/03/2020,,,,,,,6.32,642.25,-0.33,-11.83,-0.50,-18.55,,,3.35,-0.90,2.49,1555.84,-5.51,-1627.62,10,8,,,-9.08,17/03/2020,15/04/2020,,
Energisa Paraiba Dist e Energia S/A,Emis 06/Ser 02,Título privado de renda fixa,Anbima,ativo,09095183000140,6,02,SAEL26,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Bradesco Bbi SA,Itau Unibanco SA,Não,48000000.00,10/06/2019,10/06/2026,,Pagamento Semestral. nos dias 10-jun e 10-dez. Primeiro em 10-dez-2019,Integral na data do vencimento,Quirografária,DI Spread,"DI + 0,83%",21/12/2020,,4.072,16/04/2020,,,970.0522163,18/03/2020,,,,,,,2.85,289.68,-4.85,-172.73,-5.00,-185.04,,,4.90,-1.52,2.08,883.76,-6.98,-2063.51,9,8,,,-14.24,18/03/2020,16/04/2020,,
Energisa Sergipe Dist de Energia S/A,Emis 07/Ser uni,Título privado de renda fixa,Anbima,ativo,13017462000163,7,uni,ENSE17,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Bradesco Bbi SA,Itau Unibanco SA,Não,50000000.00,10/06/2019,10/06/2024,,"Pagamento Semestral, nos dias 10-dez e 10-jun. Primeiro em 10-dez-2019",Integral na data do vencimento,Quirografária,DI Spread,"DI + 0,73%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,2.08,1302.64,0.09,79.79,,,,,-0.20,09/10/2020,21/10/2020,12,28/10/2020
Energisa Sul Sudeste Distr de Energia S/A,Emis 04/Ser uni,Título privado de renda fixa,Anbima,ativo,07282377000120,4,uni,EDVP14,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,70000000.00,15/09/2018,15/09/2025,15/08/2024,Pagamento Semestral. Nos dias 15-mar e 15-set. Primeiro em 15-abr-2019,Pagamento anual. Primeiro em 15-mar-2023 e última no vencimento,Quirografária,IPCA Spread,"IPCA + 5,0797%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,2.21,1353.18,-0.57,-362.38,,,,,-2.06,14/09/2020,13/10/2020,36,05/11/2020
Energisa Tocantins Dist de Energia SA,Emis 04/Ser uni,Título privado de renda fixa,Anbima,ativo,25086034000171,4,uni,CTNS14,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,240000000.00,15/09/2018,15/09/2025,15/08/2024,Pagamento Semestral. Nos dias 15-mar e 15-set. Primeiro em 15-mar-2019,Pagamento anual. Primeiro em 15-set-2023,Quirografária,IPCA Spread,"IPCA + 5,0797%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,1.66,1484.78,-0.72,-461.76,,,,,-2.08,14/09/2020,02/10/2020,54,01/12/2020
Energisa Tocantins Dist de Energia SA,Emis 05/Ser 01,Título privado de renda fixa,Anbima,ativo,25086034000171,5,01,CTNS15,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Bradesco Bbi SA,Itau Unibanco SA,Não,237596000.00,10/06/2019,10/06/2024,,Pagamento Semestral. nos dias 10-jun e 10-dez. Primeiro em 10-dez-2019,Integral na data do vencimento,Quirografária,DI Spread,"DI + 0,95%",21/12/2020,,4.6888,13/04/2020,,,960.8366095,09/03/2020,,,,,,,5.64,572.68,0.12,4.23,0.11,4.19,,,4.46,-0.57,2.82,1449.74,-3.75,-1109.43,9,7,,,-11.08,09/03/2020,13/04/2020,,
